Year,TWDBSurveyNo,PermitHolder,Latitude,Longitude,SourceType,UseType,SS_Pur,County,AquiferName,SurfaceWaterSource,SellerName,NAICS,Saline,Estimated,Volume,RelatedtoCOG
2002,673810,FRONTIER FERTILIZER & CHM COMPANY LLC,NA,NA,Groundwater,Industrial,SS,LUBBOCK,OGALLALA AQUIFER,NA,NA,325312,No,No,10773190,No
1994,26050,SOUTHERN COTTON OIL COMPANY,NA,NA,Reuse,Industrial,Ss,LUBBOCK,NA,UNKNOWN,NA,311224,NA,No,10772031,No
1997,26050,SOUTHERN COTTON OIL COMPANY,NA,NA,Reuse,Industrial,Ss,LUBBOCK,NA,UNKNOWN,NA,311224,NA,No,10772031,No
1984,535950,MAPLE WSC,NA,NA,Groundwater,Municipal,SS,BAILEY,OGALLALA AQUIFER,NA,NA,NA,NA,NA,10765560,No
1985,891375,UTOPIA WSC,NA,NA,Surface,Municipal,Ss,UVALDE,NA,NUECES RUN OF RIVER,NA,NA,NA,NA,10754599,No
2002,894300,CITY OF VALENTINE,NA,NA,Groundwater,Municipal,SS,JEFF DAVIS,WEST TEXAS BOLSON AQUIFER,NA,NA,NA,NA,NA,10748400,No
1990,262800,EL PASO NATURAL GAS COMPANY-KEYSTONE MAIN LINE STATION,NA,NA,Groundwater,Industrial,SS,WINKLER,DOCKUM AQUIFER,NA,NA,486210,No,No,10741100,No
1988,177980,SMITH MANAGEMENT SERVICES-TOWN VILLAGE NORTH AND SOUTH,NA,NA,Groundwater,Municipal,SS,LUBBOCK,OGALLALA AQUIFER,NA,NA,NA,NA,NA,10736000,No
2003,364500,HALFWAY WSC,NA,NA,Groundwater,Municipal,SS,HALE,OGALLALA AQUIFER,NA,NA,NA,NA,NA,10734200,No
2007,512100,LOOP WSC,NA,NA,Groundwater,Municipal,SS,GAINES,OGALLALA AQUIFER,NA,NA,NA,NA,NA,10732000,No
2011,809935,SW WATER SYSTEMS,33.4608345,-101.9388885,Groundwater,Municipal,SS,LUBBOCK,OGALLALA AQUIFER,NA,NA,NA,No,No,10730000,No
2016,847920,CHEVRON ODESSA  HEADLEE-OZONA GAS PROCESSING PLANT,NA,NA,Groundwater,Industrial,Pur,CROCKETT,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,CROCKETT COUNTY WCID 1 OZONA,486210,No,No,10729635,No
1980,927695,CITY OF WESTBROOK,NA,NA,Surface,Municipal,Pur,MITCHELL,NA,COLORADO CITY LAKE/RESERVOIR,CITY OF COLORADO CITY,NA,NA,NA,10726150,No
2017,10850,AIRLINE MHP,31.9516563,-102.1688004,Groundwater,Municipal,SS,MIDLAND,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,NA,No,No,10724600,No
1983,535950,MAPLE WSC,NA,NA,Groundwater,Municipal,SS,BAILEY,OGALLALA AQUIFER,NA,NA,NA,NA,NA,10724500,No
2010,572995,MITCHELL COUNTY UTILITY COMPANY,32.406044,-100.7743988,Groundwater,Municipal,SS,MITCHELL,DOCKUM AQUIFER,NA,NA,NA,No,No,10718000,No
1987,602700,CITY OF NEW HOME,NA,NA,Groundwater,Municipal,SS,LYNN,OGALLALA AQUIFER,NA,NA,NA,NA,NA,10718000,No
2003,384400,HERMLEIGH WATER SYSTEM,NA,NA,Groundwater,Municipal,SS,SCURRY,DOCKUM AQUIFER,NA,NA,NA,NA,NA,10712700,No
1999,364500,HALFWAY WSC,NA,NA,Groundwater,Municipal,SS,HALE,OGALLALA AQUIFER,NA,NA,NA,NA,NA,10704700,No
1980,164510,COCA COLA BOTTLING COMPANY-UNSPECIFIED SYSTEM/FACILITY,NA,NA,Reuse,Industrial,Ss,LUBBOCK,NA,UNKNOWN,NA,312111,NA,No,10700000,No
1982,651787,PARKVIEW MHP,NA,NA,Groundwater,Municipal,SS,PECOS,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,NA,NA,NA,10700000,No
1997,917680,WARD RURAL WSC,NA,NA,Groundwater,Municipal,Pur,REEVES,PECOS AQUIFER,NA,CITY OF BARSTOW,NA,NA,NA,10698615,No
1986,432815,JACKSON BROS MEAT PACKERS,NA,NA,Surface,Industrial,Pur,CROSBY,NA,WHITE RIVER LAKE/RESERVOIR,CITY OF POST,311611,No,No,10698000,No
1983,924800,WELLMAN WSC,NA,NA,Groundwater,Municipal,SS,TERRY,OGALLALA AQUIFER,NA,NA,NA,NA,NA,10698000,No
1999,514650,CITY OF LOS YBANEZ,NA,NA,Groundwater,Municipal,SS,DAWSON,OGALLALA AQUIFER,NA,NA,NA,NA,NA,10680086,No
2007,177980,SMITH MANAGEMENT SERVICES-TOWN VILLAGE NORTH AND SOUTH,NA,NA,Groundwater,Municipal,SS,LUBBOCK,OGALLALA AQUIFER,NA,NA,NA,NA,NA,10674000,No
2003,820160,CITY OF SPRINGLAKE,NA,NA,Groundwater,Municipal,SS,LAMB,OGALLALA AQUIFER,NA,NA,NA,NA,NA,10673170,No
2013,837975,SYLVESTER MCCAULLEY WSC,NA,NA,Surface,Municipal,Pur,COKE,NA,BRAZOS RUN OF RIVER,CITY OF ROBY,NA,NA,NA,10669000,No
1994,384400,HERMLEIGH WATER SYSTEM,NA,NA,Groundwater,Municipal,SS,SCURRY,DOCKUM AQUIFER,NA,NA,NA,NA,NA,10662620,No
1985,535950,MAPLE WSC,NA,NA,Groundwater,Municipal,SS,BAILEY,OGALLALA AQUIFER,NA,NA,NA,NA,NA,10660501,No
1988,389297,HIGHWAY 117 WSC,NA,NA,Groundwater,Municipal,Pur,UVALDE,EDWARDS-BFZ AQUIFER,NA,CITY OF UVALDE,NA,NA,NA,10651000,No
1998,569950,MILLERSVIEW DOOLE WSC,NA,NA,Surface,Municipal,Pur,TOM GREEN,NA,TWIN BUTTES LAKE/RESERVOIR,CITY OF SAN ANGELO,NA,NA,NA,10637000,No
1994,626710,OPDYKE WEST MHP,NA,NA,Groundwater,Municipal,SS,HOCKLEY,OGALLALA AQUIFER,NA,NA,NA,NA,NA,10637000,No
2009,177980,SMITH MANAGEMENT SERVICES-TOWN VILLAGE NORTH AND SOUTH,NA,NA,Groundwater,Municipal,SS,LUBBOCK,OGALLALA AQUIFER,NA,NA,NA,NA,NA,10634800,No
1989,220400,CITY OF DELL CITY,NA,NA,Groundwater,Municipal,SS,HUDSPETH,BONE SPRING-VICTORIO PEAK AQUIFER,NA,NA,NA,NA,NA,10632800,No
2014,524000,MADERA VALLEY WSC,30.9171194,-103.8458333,Groundwater,Municipal,SS,JEFF DAVIS,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,NA,No,No,10630000,No
1998,265400,HUNTSMAN POLYMERS CORPORATION,NA,NA,Surface,Industrial,Pur,ECTOR,NA,MOSS CREEK LAKE/RESERVOIR,CITY OF ODESSA,325110,No,No,10613000,No
1988,74600,AIR LIQUIDE AMERICA CORPORTION-ODESSA NITROGEN PLANT,NA,NA,Reuse,Industrial,Ss,ECTOR,NA,UNKNOWN,NA,325120,NA,No,10612900,No
2013,512100,LOOP WSC,32.9228056,-102.4204194,Groundwater,Municipal,SS,GAINES,OGALLALA AQUIFER,NA,NA,NA,No,No,10611000,No
2011,734900,CITY OF ROBY,32.7388306,-100.3906555,Groundwater,Municipal,SS,FISHER,OTHER AQUIFER,NA,NA,NA,No,No,10607246,No
2012,734900,CITY OF ROBY,32.7388306,-100.3906555,Groundwater,Municipal,SS,FISHER,OTHER AQUIFER,NA,NA,NA,No,SurveyEst,10607246,No
1995,768880,AMERIPRIDE LINEN & APPERAL SERVICES,NA,NA,Groundwater,Industrial,SS,ECTOR,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,812331,No,No,10601700,No
1983,164260,COCA COLA BOTTLING COMPANY-PLAINVIEW PLANT,NA,NA,Groundwater,Industrial,Pur,HALE,OGALLALA AQUIFER,NA,CITY OF PLAINVIEW,312111,No,No,10599000,No
1985,164260,COCA COLA BOTTLING COMPANY-PLAINVIEW PLANT,NA,NA,Groundwater,Industrial,Pur,HALE,OGALLALA AQUIFER,NA,CITY OF PLAINVIEW,312111,No,No,10599000,No
1987,421500,SID RICHARDSON CARBON  & ENERGY COMPANY-MI VIDA PLANT,NA,NA,Groundwater,Industrial,Pur,REEVES,PECOS AQUIFER,NA,WARD RURAL WSC,211112,No,No,10598640,Maybe
1982,769700,SAN PEDRO CANYON WATER COMPANY INC,NA,NA,Groundwater,Municipal,SS,VAL VERDE,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,NA,NA,NA,10593610,No
1998,656568,NIBLETTS OILFIELD SERVICES-OZONA BRINE STATWEST CROCKETT,NA,NA,Groundwater,Industrial,SS,CROCKETT,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,211130,No,No,10591896,Yes
1981,164275,COCA COLA BOTTLING COMPANY-SAN ANGELO PLANT,NA,NA,Surface,Industrial,Pur,TOM GREEN,NA,NASWORTHY LAKE/RESERVOIR,CITY OF SAN ANGELO,312111,No,No,10589000,No
2017,146150,CHAMPION TECHNOLOGIES INC-ODESSA PLANT,NA,NA,Surface,Industrial,Pur,ECTOR,NA,J B THOMAS LAKE/RESERVOIR,CITY OF ODESSA,325199,No,No,10586500,No
2018,573610,DCP MIDSTREAM-PEGASUS GAS PLANT,NA,NA,Groundwater,Industrial,SS,MIDLAND,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,486210,No,No,10584700,No
1980,63700,GANDYS DAIRIES INC-LUBBOCK PLANT,NA,NA,Groundwater,Industrial,Pur,LUBBOCK,OGALLALA AQUIFER,NA,CITY OF LUBBOCK-WATER TREATMENT PLANT,311511,No,No,10574000,No
2012,254100,CITY OF EDMONSON,NA,NA,Groundwater,Municipal,SS,HALE,OGALLALA AQUIFER,NA,NA,NA,NA,NA,10573314,No
1986,421500,SID RICHARDSON CARBON  & ENERGY COMPANY-MI VIDA PLANT,NA,NA,Groundwater,Industrial,Pur,REEVES,PECOS AQUIFER,NA,WARD RURAL WSC,211112,No,No,10573170,Maybe
1986,186600,ALON USA,NA,NA,Groundwater,Industrial,Pur,HOWARD,OGALLALA AQUIFER,NA,CITY OF BIG SPRING-GENERAL DISTRIBUTION SYSTEM,324110,No,No,10572000,No
1995,384400,HERMLEIGH WATER SYSTEM,NA,NA,Groundwater,Municipal,SS,SCURRY,DOCKUM AQUIFER,NA,NA,NA,NA,NA,10571180,No
1986,164260,COCA COLA BOTTLING COMPANY-PLAINVIEW PLANT,NA,NA,Groundwater,Industrial,Pur,HALE,OGALLALA AQUIFER,NA,CITY OF PLAINVIEW,312111,No,No,10569000,No
1987,164260,COCA COLA BOTTLING COMPANY-PLAINVIEW PLANT,NA,NA,Groundwater,Industrial,Pur,HALE,OGALLALA AQUIFER,NA,CITY OF PLAINVIEW,312111,No,No,10569000,No
2013,930635,ATLAS PIPELINE-MIDKIFF PLANT,NA,NA,Groundwater,Industrial,Pur,GLASSCOCK,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,DAVENPORT WATER,211130,No,No,10564356,Yes
1992,535950,MAPLE WSC,NA,NA,Groundwater,Municipal,SS,BAILEY,OGALLALA AQUIFER,NA,NA,NA,NA,NA,10563900,No
2005,389297,HIGHWAY 117 WSC,NA,NA,Groundwater,Municipal,Pur,UVALDE,EDWARDS-BFZ AQUIFER,NA,CITY OF UVALDE,NA,NA,NA,10561000,No
1988,421500,SID RICHARDSON CARBON  & ENERGY COMPANY-MI VIDA PLANT,NA,NA,Groundwater,Industrial,Pur,REEVES,PECOS AQUIFER,NA,WARD RURAL WSC,211112,No,No,10560136,Maybe
1986,602700,CITY OF NEW HOME,NA,NA,Groundwater,Municipal,SS,LYNN,OGALLALA AQUIFER,NA,NA,NA,NA,NA,10558000,No
1980,764190,SAN ANGELO BY PRODUCTS,NA,NA,Groundwater,Industrial,SS,TOM GREEN,LIPAN AQUIFER,NA,NA,311613,No,No,10556700,No
2002,827151,STUDY BUTTE/TERLINGUA WATER SYSTEM,NA,NA,Groundwater,Municipal,SS,BREWSTER,IGNEOUS AQUIFER,NA,NA,NA,NA,NA,10556000,No
2008,827151,STUDY BUTTE/TERLINGUA WATER SYSTEM,NA,NA,Groundwater,Municipal,SS,BREWSTER,IGNEOUS AQUIFER,NA,NA,NA,NA,NA,10556000,No
2009,827151,STUDY BUTTE/TERLINGUA WATER SYSTEM,NA,NA,Groundwater,Municipal,SS,BREWSTER,IGNEOUS AQUIFER,NA,NA,NA,NA,NA,10556000,No
2010,827151,STUDY BUTTE/TERLINGUA WATER SYSTEM,NA,NA,Groundwater,Municipal,SS,BREWSTER,IGNEOUS AQUIFER,NA,NA,NA,NA,NA,10556000,No
2000,830085,SUNNYDALE WSC,NA,NA,Groundwater,Municipal,Pur,LAMB,OGALLALA AQUIFER,NA,CITY OF LITTLEFIELD,NA,NA,NA,10553000,No
2001,830085,SUNNYDALE WSC,NA,NA,Groundwater,Municipal,Pur,LAMB,OGALLALA AQUIFER,NA,CITY OF LITTLEFIELD,NA,NA,NA,10553000,No
2002,830085,SUNNYDALE WSC,NA,NA,Groundwater,Municipal,Pur,LAMB,OGALLALA AQUIFER,NA,CITY OF LITTLEFIELD,NA,NA,NA,10553000,No
1999,389297,HIGHWAY 117 WSC,NA,NA,Groundwater,Municipal,Pur,UVALDE,EDWARDS-BFZ AQUIFER,NA,CITY OF UVALDE,NA,NA,NA,10553000,No
2015,801833,CONCAN WSC,29.5147278,-99.6947222,Groundwater,Municipal,SS,UVALDE,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,NA,No,No,10550500,No
1987,86005,BOLLMAN INDUSTRIES,NA,NA,Surface,Industrial,Pur,TOM GREEN,NA,NASWORTHY LAKE/RESERVOIR,CITY OF SAN ANGELO,316110,No,No,10540000,No
1997,364500,HALFWAY WSC,NA,NA,Groundwater,Municipal,SS,HALE,OGALLALA AQUIFER,NA,NA,NA,NA,NA,10533200,No
2000,656565,KEY ENERGY SERVICES INC-LAMESA BRINE STATION,NA,NA,Groundwater,Industrial,SS,DAWSON,OGALLALA AQUIFER,NA,NA,213112,No,No,10523736,Yes
1981,605900,NOLAN COUNTY FWSD 1,NA,NA,Surface,Municipal,Pur,COKE,NA,OAK CREEK LAKE/RESERVOIR,CITY OF BRONTE,NA,NA,NA,10520000,No
2000,399405,HUBER GARDENS ESTATES,NA,NA,Groundwater,Municipal,SS,ECTOR,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,NA,NA,NA,10512462,No
1981,334204,W R GRACE & COMPANY-UNSPECIFIED SYSTEM/FACILITY,NA,NA,Groundwater,Industrial,SS,HOWARD,OGALLALA AQUIFER,NA,NA,325311,No,No,10512000,No
1984,233800,PARKER & PARSLEY GAS PROC COMPANY-STERLING GASOLINE PLANT,NA,NA,Groundwater,Industrial,SS,STERLING,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,211112,No,No,10512000,Maybe
2010,335400,CITY OF GRANDFALLS,31.3919449,-102.9449997,Groundwater,Municipal,SS,WARD,DOCKUM AQUIFER,NA,NA,NA,No,No,10512000,No
1989,792200,SHELL WESTERN E & P INC-WASSON PLANT,NA,NA,Groundwater,Industrial,Pur,YOAKUM,OGALLALA AQUIFER,NA,UNKNOWN,211112,No,No,10508400,Maybe
2000,78900,BLEDSOE WSC,NA,NA,Groundwater,Municipal,SS,COCHRAN,OGALLALA AQUIFER,NA,NA,NA,NA,NA,10501160,No
1990,680625,DCP MIDSTREAM-SOUTH FULLERTON BOOSTER,NA,NA,Groundwater,Industrial,SS,ANDREWS,DOCKUM AQUIFER,NA,NA,486210,No,No,10500000,No
1999,820160,CITY OF SPRINGLAKE,NA,NA,Groundwater,Municipal,SS,LAMB,OGALLALA AQUIFER,NA,NA,NA,NA,NA,10500000,No
2016,861315,TEXASTONE QUARRIES,NA,NA,Groundwater,Industrial,SS,GLASSCOCK,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,327991,No,No,10496591,No
1989,820160,CITY OF SPRINGLAKE,NA,NA,Groundwater,Municipal,SS,LAMB,OGALLALA AQUIFER,NA,NA,NA,NA,NA,10496000,No
1986,683133,PILLOWS ICE COMPANY INC,NA,NA,Groundwater,Industrial,Pur,GAINES,OGALLALA AQUIFER,NA,CITY OF SEAGRAVES,312113,No,No,10494840,No
1996,569950,MILLERSVIEW DOOLE WSC,NA,NA,Surface,Municipal,Pur,TOM GREEN,NA,TWIN BUTTES LAKE/RESERVOIR,CITY OF SAN ANGELO,NA,NA,NA,10488000,No
2010,295200,CITY OF FORSAN,32.1135788,-101.3657074,Groundwater,Municipal,SS,HOWARD,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,NA,No,No,10480890,No
2011,295200,CITY OF FORSAN,32.1135788,-101.3657074,Groundwater,Municipal,SS,HOWARD,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,NA,No,SurveyEst,10480890,No
2012,295200,CITY OF FORSAN,32.1135788,-101.3657074,Groundwater,Municipal,SS,HOWARD,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,NA,No,SurveyEst,10480890,No
2013,295200,CITY OF FORSAN,32.1135788,-101.3657074,Groundwater,Municipal,SS,HOWARD,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,NA,No,SurveyEst,10480890,No
1994,345854,GUADALUPE MOUNTAINS NATIONAL PARK,NA,NA,Groundwater,Municipal,SS,CULBERSON,WEST TEXAS BOLSON AQUIFER,NA,NA,NA,NA,NA,10480860,No
1983,262900,EL PASO NATURAL GAS COMPANY-MIDKIFF DRIVER PEMBROOK STATION,NA,NA,Groundwater,Industrial,Pur,REAGAN,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,UNKNOWN,211112,No,No,10478712,Maybe
1980,334204,W R GRACE & COMPANY-UNSPECIFIED SYSTEM/FACILITY,NA,NA,Groundwater,Industrial,SS,HOWARD,OGALLALA AQUIFER,NA,NA,325311,No,No,10477800,No
1994,20350,AMERDA HESS CORPORATION,NA,NA,Groundwater,Industrial,SS,TERRY,OGALLALA AQUIFER,NA,NA,211130,No,No,10475613,Yes
1982,262100,EL PASO NATURAL GAS COMPANY-DIMMIT STATION,NA,NA,Groundwater,Industrial,SS,LAMB,OGALLALA AQUIFER,NA,NA,486210,No,No,10474900,No
1988,820160,CITY OF SPRINGLAKE,NA,NA,Groundwater,Municipal,SS,LAMB,OGALLALA AQUIFER,NA,NA,NA,NA,NA,10474000,No
2001,399405,HUBER GARDENS ESTATES,NA,NA,Groundwater,Municipal,SS,ECTOR,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,NA,NA,NA,10468000,No
1991,820160,CITY OF SPRINGLAKE,NA,NA,Groundwater,Municipal,SS,LAMB,OGALLALA AQUIFER,NA,NA,NA,NA,NA,10467000,No
2006,364500,HALFWAY WSC,NA,NA,Groundwater,Municipal,SS,HALE,OGALLALA AQUIFER,NA,NA,NA,NA,NA,10450000,No
1980,54000,BARNHART WATER SYSTEM,NA,NA,Groundwater,Municipal,SS,IRION,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,NA,NA,NA,10447491,No
1995,830085,SUNNYDALE WSC,NA,NA,Groundwater,Municipal,Pur,LAMB,OGALLALA AQUIFER,NA,CITY OF LITTLEFIELD,NA,NA,NA,10443000,No
1996,830085,SUNNYDALE WSC,NA,NA,Groundwater,Municipal,Pur,LAMB,OGALLALA AQUIFER,NA,CITY OF LITTLEFIELD,NA,NA,NA,10443000,No
1985,87384,BELL DAIRY PRODUCTS,NA,NA,Groundwater,Industrial,Pur,LUBBOCK,OGALLALA AQUIFER,NA,CITY OF LUBBOCK-WATER TREATMENT PLANT,311511,No,No,10438000,No
2012,164704,COKE COUNTY WSC,NA,NA,Surface,Municipal,Pur,COKE,NA,MOUNTAIN CREEK LAKE/RESERVOIR - COLORADO,CITY OF ROBERT LEE,NA,NA,NA,10436730,No
2013,164704,COKE COUNTY WSC,NA,NA,Surface,Municipal,Pur,COKE,NA,MOUNTAIN CREEK LAKE/RESERVOIR - COLORADO,CITY OF ROBERT LEE,NA,NA,NA,10436730,No
1991,20350,AMERDA HESS CORPORATION,NA,NA,Groundwater,Industrial,SS,TERRY,OGALLALA AQUIFER,NA,NA,211112,No,No,10425800,Maybe
2013,924800,CITY OF WELLMAN,NA,NA,Groundwater,Municipal,SS,TERRY,OGALLALA AQUIFER,NA,NA,NA,NA,NA,10416000,No
2005,384400,HERMLEIGH WATER SYSTEM,32.63591,-100.7625351,Groundwater,Municipal,SS,SCURRY,DOCKUM AQUIFER,NA,NA,NA,No,No,10411500,No
1998,924800,WELLMAN WSC,NA,NA,Groundwater,Municipal,SS,TERRY,OGALLALA AQUIFER,NA,NA,NA,NA,NA,10406200,No
2004,98305,CITY OF BRONTE,32.0733643,-100.2973404,Groundwater,Municipal,SS,COKE,OTHER AQUIFER,NA,NA,NA,No,No,10402000,No
1981,536130,KINDER MORGAN,NA,NA,Groundwater,Industrial,SS,PECOS,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,211112,No,No,10401144,Maybe
1985,561424,MESA VIEW WATER SERVICE,NA,NA,Groundwater,Municipal,SS,PECOS,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,NA,NA,NA,10392000,No
1990,74600,AIR LIQUIDE AMERICA CORPORTION-ODESSA NITROGEN PLANT,NA,NA,Reuse,Industrial,Ss,ECTOR,NA,UNKNOWN,NA,325120,NA,No,10387000,No
1986,535950,MAPLE WSC,NA,NA,Groundwater,Municipal,SS,BAILEY,OGALLALA AQUIFER,NA,NA,NA,NA,NA,10386890,No
2017,927695,CITY OF WESTBROOK,NA,NA,Groundwater,Municipal,Pur,MITCHELL,DOCKUM AQUIFER,NA,WESTBROOK ISD,NA,NA,NA,10384000,No
2000,467450,KIRBY WEST,NA,NA,Groundwater,Industrial,Pur,ANDREWS,OGALLALA AQUIFER,NA,CITY OF ANDREWS,335220,No,No,10377600,No
2014,602700,CITY OF NEW HOME,33.3256607,-101.9082108,Groundwater,Municipal,SS,LYNN,OGALLALA AQUIFER,NA,NA,NA,No,No,10373600,No
1982,934740,WESTRIDGE WATER COMPANY,NA,NA,Groundwater,Municipal,SS,HALE,OGALLALA AQUIFER,NA,NA,NA,NA,NA,10370805,No
2016,954400,CITY OF WOLFFORTH,33.4908142,-102.0087204,Groundwater,Municipal,SS,LUBBOCK,OGALLALA AQUIFER,NA,NA,NA,No,No,10369000,No
2002,924800,WELLMAN WSC,NA,NA,Groundwater,Municipal,SS,TERRY,OGALLALA AQUIFER,NA,NA,NA,NA,NA,10368600,No
1981,233800,PARKER & PARSLEY GAS PROC COMPANY-STERLING GASOLINE PLANT,NA,NA,Groundwater,Industrial,SS,STERLING,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,211112,No,No,10368000,Maybe
1982,233800,PARKER & PARSLEY GAS PROC COMPANY-STERLING GASOLINE PLANT,NA,NA,Groundwater,Industrial,SS,STERLING,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,211112,No,No,10368000,Maybe
1983,233800,PARKER & PARSLEY GAS PROC COMPANY-STERLING GASOLINE PLANT,NA,NA,Groundwater,Industrial,SS,STERLING,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,211112,No,No,10368000,Maybe
1985,233800,PARKER & PARSLEY GAS PROC COMPANY-STERLING GASOLINE PLANT,NA,NA,Groundwater,Industrial,SS,STERLING,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,211112,No,No,10368000,Maybe
1986,233800,PARKER & PARSLEY GAS PROC COMPANY-STERLING GASOLINE PLANT,NA,NA,Groundwater,Industrial,SS,STERLING,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,211112,No,No,10368000,Maybe
1987,233800,PARKER & PARSLEY GAS PROC COMPANY-STERLING GASOLINE PLANT,NA,NA,Groundwater,Industrial,SS,STERLING,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,211112,No,No,10368000,Maybe
1988,233800,PARKER & PARSLEY GAS PROC COMPANY-STERLING GASOLINE PLANT,NA,NA,Groundwater,Industrial,SS,STERLING,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,211112,No,No,10368000,Maybe
1989,233800,PARKER & PARSLEY GAS PROC COMPANY-STERLING GASOLINE PLANT,NA,NA,Groundwater,Industrial,SS,STERLING,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,211112,No,No,10368000,Maybe
2010,538400,MARTIN COUNTY FWSD 1,NA,NA,Groundwater,Municipal,SS,MARTIN,OGALLALA AQUIFER,NA,NA,NA,NA,NA,10368000,No
2011,538400,MARTIN COUNTY FWSD 1,NA,NA,Groundwater,Municipal,SS,MARTIN,OGALLALA AQUIFER,NA,NA,NA,NA,NA,10368000,No
1991,923302,WEIRICH BROTHERS INC-KIMBLE COUNTY PLANT,NA,NA,Surface,Industrial,Ss,KIMBLE,NA,COLORADO RUN OF RIVER,NA,327320,No,No,10360000,No
2014,228400,CITY OF DICKENS,NA,NA,Groundwater,Municipal,SS,DICKENS,SEYMOUR AQUIFER,NA,NA,NA,NA,NA,10360000,No
1983,177960,SMITH MANAGEMENT SERVICES-PLOTT ACRES,NA,NA,Groundwater,Municipal,SS,LUBBOCK,OGALLALA AQUIFER,NA,NA,NA,NA,NA,10351000,No
1996,561424,MESA VIEW WATER SERVICE,NA,NA,Groundwater,Municipal,SS,PECOS,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,NA,NA,NA,10349940,No
1997,561424,MESA VIEW WATER SERVICE,NA,NA,Groundwater,Municipal,SS,PECOS,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,NA,NA,NA,10349940,No
1998,561424,MESA VIEW WATER SERVICE,NA,NA,Groundwater,Municipal,SS,PECOS,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,NA,NA,NA,10349940,No
1989,467450,KIRBY WEST,NA,NA,Groundwater,Industrial,Pur,ANDREWS,OGALLALA AQUIFER,NA,CITY OF ANDREWS,335212,No,No,10344000,No
1986,186900,COTTON CENTER WSC,NA,NA,Groundwater,Municipal,SS,HALE,OGALLALA AQUIFER,NA,NA,NA,NA,NA,10341316,No
2018,295200,CITY OF FORSAN,32.1135788,-101.3657074,Groundwater,Municipal,SS,HOWARD,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,NA,No,No,10338010,No
1982,668210,CONOCO PHILLIPS PIPELINE COMPANY-BENEDUM PUMP STATION PPL,NA,NA,Groundwater,Industrial,SS,UPTON,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,486210,No,No,10336800,No
1995,835550,CITY OF SWEETWATER,NA,NA,Surface,Municipal,Ss,NOLAN,NA,SWEETWATER LAKE/RESERVOIR,NA,NA,NA,NA,10336783,No
1983,769700,SAN PEDRO CANYON WATER COMPANY INC,NA,NA,Groundwater,Municipal,SS,VAL VERDE,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,NA,NA,NA,10335190,No
1990,467450,KIRBY WEST,NA,NA,Groundwater,Industrial,Pur,ANDREWS,OGALLALA AQUIFER,NA,CITY OF ANDREWS,335212,No,No,10335000,No
1987,276250,EXXON MOBIL CORPORATION-SAND HILLS GAS PLANT,NA,NA,Groundwater,Industrial,Pur,CRANE,PECOS AQUIFER,NA,CITY OF CRANE,211112,No,No,10330900,Maybe
1982,536130,KINDER MORGAN,NA,NA,Groundwater,Industrial,SS,PECOS,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,211112,No,No,10319970,Maybe
2010,602700,CITY OF NEW HOME,33.3256607,-101.9082108,Groundwater,Municipal,SS,LYNN,OGALLALA AQUIFER,NA,NA,NA,No,No,10318100,No
